ISIN,Price,Date,Model,Stock
AT0000A21KS2,17.82,2024-10-11,xgb_regressor,immofinanz-ag
AT0000A21KS2,17.83,2024-10-14,xgb_regressor,immofinanz-ag
AT0000A21KS2,17.83,2024-10-15,xgb_regressor,immofinanz-ag
AT0000A21KS2,17.83,2024-10-16,xgb_regressor,immofinanz-ag
AT0000A21KS2,17.83,2024-10-17,xgb_regressor,immofinanz-ag
AT0000A21KS2,17.83,2024-10-18,xgb_regressor,immofinanz-ag
AT0000A21KS2,17.84,2024-10-21,xgb_regressor,immofinanz-ag
AT0000641352,26.59,2024-10-08,arima,ca-immobilien-anlagen-ag
AT0000641352,26.57,2024-10-09,arima,ca-immobilien-anlagen-ag
AT0000641352,26.56,2024-10-10,arima,ca-immobilien-anlagen-ag
AT0000641352,26.55,2024-10-11,arima,ca-immobilien-anlagen-ag
AT0000641352,26.53,2024-10-14,arima,ca-immobilien-anlagen-ag
AT0000641352,26.52,2024-10-15,arima,ca-immobilien-anlagen-ag
AT0000641352,26.5,2024-10-16,arima,ca-immobilien-anlagen-ag
AT0000641352,26.49,2024-10-17,arima,ca-immobilien-anlagen-ag
AT0000641352,26.47,2024-10-18,arima,ca-immobilien-anlagen-ag
AT0000641352,26.46,2024-10-21,arima,ca-immobilien-anlagen-ag
AT0000641352,26.59,2024-10-08,exp_smoothing,ca-immobilien-anlagen-ag
AT0000641352,26.57,2024-10-09,exp_smoothing,ca-immobilien-anlagen-ag
AT0000641352,26.56,2024-10-10,exp_smoothing,ca-immobilien-anlagen-ag
AT0000641352,26.55,2024-10-11,exp_smoothing,ca-immobilien-anlagen-ag
AT0000641352,26.53,2024-10-14,exp_smoothing,ca-immobilien-anlagen-ag
AT0000641352,26.52,2024-10-15,exp_smoothing,ca-immobilien-anlagen-ag
AT0000641352,26.5,2024-10-16,exp_smoothing,ca-immobilien-anlagen-ag
AT0000641352,26.49,2024-10-17,exp_smoothing,ca-immobilien-anlagen-ag
AT0000641352,26.47,2024-10-18,exp_smoothing,ca-immobilien-anlagen-ag
AT0000641352,26.46,2024-10-21,exp_smoothing,ca-immobilien-anlagen-ag
AT0000641352,26.62,2024-10-08,lgbm_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.62,2024-10-09,lgbm_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.62,2024-10-10,lgbm_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.62,2024-10-11,lgbm_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.62,2024-10-14,lgbm_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.62,2024-10-15,lgbm_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.62,2024-10-16,lgbm_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.63,2024-10-17,lgbm_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.63,2024-10-18,lgbm_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.63,2024-10-21,lgbm_regressor,ca-immobilien-anlagen-ag
AT0000641352,27.07,2024-10-08,nn_regressor,ca-immobilien-anlagen-ag
AT0000641352,27.07,2024-10-09,nn_regressor,ca-immobilien-anlagen-ag
AT0000641352,27.26,2024-10-10,nn_regressor,ca-immobilien-anlagen-ag
AT0000641352,27.42,2024-10-11,nn_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.8,2024-10-14,nn_regressor,ca-immobilien-anlagen-ag
AT0000641352,27.2,2024-10-15,nn_regressor,ca-immobilien-anlagen-ag
AT0000641352,27.43,2024-10-16,nn_regressor,ca-immobilien-anlagen-ag
AT0000641352,27.1,2024-10-17,nn_regressor,ca-immobilien-anlagen-ag
AT0000641352,27.91,2024-10-18,nn_regressor,ca-immobilien-anlagen-ag
AT0000641352,27.89,2024-10-21,nn_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.59,2024-10-08,prophet,ca-immobilien-anlagen-ag
AT0000641352,26.58,2024-10-09,prophet,ca-immobilien-anlagen-ag
AT0000641352,26.57,2024-10-10,prophet,ca-immobilien-anlagen-ag
AT0000641352,26.56,2024-10-11,prophet,ca-immobilien-anlagen-ag
AT0000641352,26.55,2024-10-14,prophet,ca-immobilien-anlagen-ag
AT0000641352,26.54,2024-10-15,prophet,ca-immobilien-anlagen-ag
AT0000641352,26.54,2024-10-16,prophet,ca-immobilien-anlagen-ag
AT0000641352,26.53,2024-10-17,prophet,ca-immobilien-anlagen-ag
AT0000641352,26.53,2024-10-18,prophet,ca-immobilien-anlagen-ag
AT0000641352,26.52,2024-10-21,prophet,ca-immobilien-anlagen-ag
AT0000641352,26.37,2024-10-08,rnn_regressor,ca-immobilien-anlagen-ag
AT0000641352,27.84,2024-10-09,rnn_regressor,ca-immobilien-anlagen-ag
AT0000641352,27.69,2024-10-10,rnn_regressor,ca-immobilien-anlagen-ag
AT0000641352,27.52,2024-10-11,rnn_regressor,ca-immobilien-anlagen-ag
AT0000641352,27.77,2024-10-14,rnn_regressor,ca-immobilien-anlagen-ag
AT0000641352,28.04,2024-10-15,rnn_regressor,ca-immobilien-anlagen-ag
AT0000641352,27.98,2024-10-16,rnn_regressor,ca-immobilien-anlagen-ag
AT0000641352,27.34,2024-10-17,rnn_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.8,2024-10-18,rnn_regressor,ca-immobilien-anlagen-ag
AT0000641352,28.18,2024-10-21,rnn_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.61,2024-10-08,xgb_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.61,2024-10-09,xgb_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.61,2024-10-10,xgb_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.61,2024-10-11,xgb_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.61,2024-10-14,xgb_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.61,2024-10-15,xgb_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.62,2024-10-16,xgb_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.62,2024-10-17,xgb_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.62,2024-10-18,xgb_regressor,ca-immobilien-anlagen-ag
AT0000641352,26.63,2024-10-21,xgb_regressor,ca-immobilien-anlagen-ag
AT0000821103,7.38,2024-10-08,arima,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-09,arima,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-10,arima,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-11,arima,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-14,arima,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-15,arima,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-16,arima,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-17,arima,uniqa-insurance-group-ag
AT0000821103,7.37,2024-10-18,arima,uniqa-insurance-group-ag
AT0000821103,7.37,2024-10-21,arima,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-08,exp_smoothing,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-09,exp_smoothing,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-10,exp_smoothing,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-11,exp_smoothing,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-14,exp_smoothing,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-15,exp_smoothing,uniqa-insurance-group-ag
AT0000821103,7.37,2024-10-16,exp_smoothing,uniqa-insurance-group-ag
AT0000821103,7.37,2024-10-17,exp_smoothing,uniqa-insurance-group-ag
AT0000821103,7.37,2024-10-18,exp_smoothing,uniqa-insurance-group-ag
AT0000821103,7.37,2024-10-21,exp_smoothing,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-08,lgbm_regressor,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-09,lgbm_regressor,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-10,lgbm_regressor,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-11,lgbm_regressor,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-14,lgbm_regressor,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-15,lgbm_regressor,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-16,lgbm_regressor,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-17,lgbm_regressor,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-18,lgbm_regressor,uniqa-insurance-group-ag
AT0000821103,7.39,2024-10-21,lgbm_regressor,uniqa-insurance-group-ag
AT0000821103,7.4,2024-10-08,nn_regressor,uniqa-insurance-group-ag
AT0000821103,7.46,2024-10-09,nn_regressor,uniqa-insurance-group-ag
AT0000821103,7.52,2024-10-10,nn_regressor,uniqa-insurance-group-ag
AT0000821103,7.52,2024-10-11,nn_regressor,uniqa-insurance-group-ag
AT0000821103,7.55,2024-10-14,nn_regressor,uniqa-insurance-group-ag
AT0000821103,7.54,2024-10-15,nn_regressor,uniqa-insurance-group-ag
AT0000821103,7.55,2024-10-16,nn_regressor,uniqa-insurance-group-ag
AT0000821103,7.61,2024-10-17,nn_regressor,uniqa-insurance-group-ag
AT0000821103,7.62,2024-10-18,nn_regressor,uniqa-insurance-group-ag
AT0000821103,7.68,2024-10-21,nn_regressor,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-08,prophet,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-09,prophet,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-10,prophet,uniqa-insurance-group-ag
AT0000821103,7.37,2024-10-11,prophet,uniqa-insurance-group-ag
AT0000821103,7.37,2024-10-14,prophet,uniqa-insurance-group-ag
AT0000821103,7.37,2024-10-15,prophet,uniqa-insurance-group-ag
AT0000821103,7.37,2024-10-16,prophet,uniqa-insurance-group-ag
AT0000821103,7.37,2024-10-17,prophet,uniqa-insurance-group-ag
AT0000821103,7.37,2024-10-18,prophet,uniqa-insurance-group-ag
AT0000821103,7.37,2024-10-21,prophet,uniqa-insurance-group-ag
AT0000821103,7.39,2024-10-08,rnn_regressor,uniqa-insurance-group-ag
AT0000821103,7.33,2024-10-09,rnn_regressor,uniqa-insurance-group-ag
AT0000821103,7.34,2024-10-10,rnn_regressor,uniqa-insurance-group-ag
AT0000821103,7.34,2024-10-11,rnn_regressor,uniqa-insurance-group-ag
AT0000821103,7.14,2024-10-14,rnn_regressor,uniqa-insurance-group-ag
AT0000821103,7.08,2024-10-15,rnn_regressor,uniqa-insurance-group-ag
AT0000821103,7.0,2024-10-16,rnn_regressor,uniqa-insurance-group-ag
AT0000821103,7.01,2024-10-17,rnn_regressor,uniqa-insurance-group-ag
AT0000821103,7.04,2024-10-18,rnn_regressor,uniqa-insurance-group-ag
AT0000821103,6.97,2024-10-21,rnn_regressor,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-08,xgb_regressor,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-09,xgb_regressor,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-10,xgb_regressor,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-11,xgb_regressor,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-14,xgb_regressor,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-15,xgb_regressor,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-16,xgb_regressor,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-17,xgb_regressor,uniqa-insurance-group-ag
AT0000821103,7.38,2024-10-18,xgb_regressor,uniqa-insurance-group-ag
AT0000821103,7.39,2024-10-21,xgb_regressor,uniqa-insurance-group-ag
