ISIN,Price,Date,Model,Stock
AT0000831706,28.38,2024-10-09,lgbm_regressor,wienerberger-ag
AT0000831706,28.38,2024-10-10,lgbm_regressor,wienerberger-ag
AT0000831706,28.38,2024-10-11,lgbm_regressor,wienerberger-ag
AT0000831706,28.38,2024-10-14,lgbm_regressor,wienerberger-ag
AT0000831706,28.38,2024-10-15,lgbm_regressor,wienerberger-ag
AT0000831706,28.38,2024-10-16,lgbm_regressor,wienerberger-ag
AT0000831706,28.39,2024-10-17,lgbm_regressor,wienerberger-ag
AT0000831706,28.39,2024-10-18,lgbm_regressor,wienerberger-ag
AT0000831706,28.4,2024-10-21,lgbm_regressor,wienerberger-ag
AT0000831706,28.51,2024-10-08,nn_regressor,wienerberger-ag
AT0000831706,28.69,2024-10-09,nn_regressor,wienerberger-ag
AT0000831706,28.84,2024-10-10,nn_regressor,wienerberger-ag
AT0000831706,28.72,2024-10-11,nn_regressor,wienerberger-ag
AT0000831706,28.68,2024-10-14,nn_regressor,wienerberger-ag
AT0000831706,28.76,2024-10-15,nn_regressor,wienerberger-ag
AT0000831706,28.65,2024-10-16,nn_regressor,wienerberger-ag
AT0000831706,28.83,2024-10-17,nn_regressor,wienerberger-ag
AT0000831706,29.07,2024-10-18,nn_regressor,wienerberger-ag
AT0000831706,29.24,2024-10-21,nn_regressor,wienerberger-ag
AT0000831706,28.37,2024-10-08,prophet,wienerberger-ag
AT0000831706,28.39,2024-10-09,prophet,wienerberger-ag
AT0000831706,28.41,2024-10-10,prophet,wienerberger-ag
AT0000831706,28.42,2024-10-11,prophet,wienerberger-ag
AT0000831706,28.44,2024-10-14,prophet,wienerberger-ag
AT0000831706,28.46,2024-10-15,prophet,wienerberger-ag
AT0000831706,28.47,2024-10-16,prophet,wienerberger-ag
AT0000831706,28.49,2024-10-17,prophet,wienerberger-ag
AT0000831706,28.52,2024-10-18,prophet,wienerberger-ag
AT0000831706,28.54,2024-10-21,prophet,wienerberger-ag
AT0000831706,28.03,2024-10-08,rnn_regressor,wienerberger-ag
AT0000831706,28.15,2024-10-09,rnn_regressor,wienerberger-ag
AT0000831706,28.04,2024-10-10,rnn_regressor,wienerberger-ag
AT0000831706,27.84,2024-10-11,rnn_regressor,wienerberger-ag
AT0000831706,27.24,2024-10-14,rnn_regressor,wienerberger-ag
AT0000831706,26.91,2024-10-15,rnn_regressor,wienerberger-ag
AT0000831706,26.98,2024-10-16,rnn_regressor,wienerberger-ag
AT0000831706,26.73,2024-10-17,rnn_regressor,wienerberger-ag
AT0000831706,26.47,2024-10-18,rnn_regressor,wienerberger-ag
AT0000831706,26.36,2024-10-21,rnn_regressor,wienerberger-ag
AT0000831706,28.37,2024-10-08,xgb_regressor,wienerberger-ag
AT0000831706,28.37,2024-10-09,xgb_regressor,wienerberger-ag
AT0000831706,28.37,2024-10-10,xgb_regressor,wienerberger-ag
AT0000831706,28.37,2024-10-11,xgb_regressor,wienerberger-ag
AT0000831706,28.37,2024-10-14,xgb_regressor,wienerberger-ag
AT0000831706,28.38,2024-10-15,xgb_regressor,wienerberger-ag
AT0000831706,28.38,2024-10-16,xgb_regressor,wienerberger-ag
AT0000831706,28.38,2024-10-17,xgb_regressor,wienerberger-ag
AT0000831706,28.39,2024-10-18,xgb_regressor,wienerberger-ag
AT0000831706,28.39,2024-10-21,xgb_regressor,wienerberger-ag
AT0000644505,34.63,2024-10-08,arima,lenzing-ag
AT0000644505,34.61,2024-10-09,arima,lenzing-ag
AT0000644505,34.6,2024-10-10,arima,lenzing-ag
AT0000644505,34.58,2024-10-11,arima,lenzing-ag
AT0000644505,34.57,2024-10-14,arima,lenzing-ag
AT0000644505,34.55,2024-10-15,arima,lenzing-ag
AT0000644505,34.54,2024-10-16,arima,lenzing-ag
AT0000644505,34.52,2024-10-17,arima,lenzing-ag
AT0000644505,34.51,2024-10-18,arima,lenzing-ag
AT0000644505,34.5,2024-10-21,arima,lenzing-ag
AT0000644505,34.63,2024-10-08,exp_smoothing,lenzing-ag
AT0000644505,34.61,2024-10-09,exp_smoothing,lenzing-ag
AT0000644505,34.6,2024-10-10,exp_smoothing,lenzing-ag
AT0000644505,34.58,2024-10-11,exp_smoothing,lenzing-ag
AT0000644505,34.57,2024-10-14,exp_smoothing,lenzing-ag
AT0000644505,34.55,2024-10-15,exp_smoothing,lenzing-ag
AT0000644505,34.54,2024-10-16,exp_smoothing,lenzing-ag
AT0000644505,34.52,2024-10-17,exp_smoothing,lenzing-ag
AT0000644505,34.51,2024-10-18,exp_smoothing,lenzing-ag
AT0000644505,34.5,2024-10-21,exp_smoothing,lenzing-ag
AT0000644505,34.65,2024-10-08,lgbm_regressor,lenzing-ag
AT0000644505,34.65,2024-10-09,lgbm_regressor,lenzing-ag
AT0000644505,34.65,2024-10-10,lgbm_regressor,lenzing-ag
AT0000644505,34.65,2024-10-11,lgbm_regressor,lenzing-ag
AT0000644505,34.65,2024-10-14,lgbm_regressor,lenzing-ag
AT0000644505,34.66,2024-10-15,lgbm_regressor,lenzing-ag
AT0000644505,34.66,2024-10-16,lgbm_regressor,lenzing-ag
AT0000644505,34.66,2024-10-17,lgbm_regressor,lenzing-ag
AT0000644505,34.67,2024-10-18,lgbm_regressor,lenzing-ag
AT0000644505,34.67,2024-10-21,lgbm_regressor,lenzing-ag
AT0000644505,34.8,2024-10-08,nn_regressor,lenzing-ag
AT0000644505,35.15,2024-10-09,nn_regressor,lenzing-ag
AT0000644505,35.34,2024-10-10,nn_regressor,lenzing-ag
AT0000644505,35.65,2024-10-11,nn_regressor,lenzing-ag
AT0000644505,36.01,2024-10-14,nn_regressor,lenzing-ag
AT0000644505,36.11,2024-10-15,nn_regressor,lenzing-ag
AT0000644505,35.91,2024-10-16,nn_regressor,lenzing-ag
AT0000644505,36.35,2024-10-17,nn_regressor,lenzing-ag
AT0000644505,37.09,2024-10-18,nn_regressor,lenzing-ag
AT0000644505,37.03,2024-10-21,nn_regressor,lenzing-ag
AT0000644505,34.65,2024-10-08,prophet,lenzing-ag
AT0000644505,34.64,2024-10-09,prophet,lenzing-ag
AT0000644505,34.65,2024-10-10,prophet,lenzing-ag
AT0000644505,34.65,2024-10-11,prophet,lenzing-ag
AT0000644505,34.65,2024-10-14,prophet,lenzing-ag
AT0000644505,34.66,2024-10-15,prophet,lenzing-ag
AT0000644505,34.67,2024-10-16,prophet,lenzing-ag
AT0000644505,34.68,2024-10-17,prophet,lenzing-ag
AT0000644505,34.69,2024-10-18,prophet,lenzing-ag
AT0000644505,34.7,2024-10-21,prophet,lenzing-ag
AT0000644505,34.88,2024-10-08,rnn_regressor,lenzing-ag
AT0000644505,35.96,2024-10-09,rnn_regressor,lenzing-ag
AT0000644505,35.85,2024-10-10,rnn_regressor,lenzing-ag
AT0000644505,35.26,2024-10-11,rnn_regressor,lenzing-ag
AT0000644505,35.28,2024-10-14,rnn_regressor,lenzing-ag
AT0000644505,35.29,2024-10-15,rnn_regressor,lenzing-ag
AT0000644505,34.77,2024-10-16,rnn_regressor,lenzing-ag
AT0000644505,34.96,2024-10-17,rnn_regressor,lenzing-ag
AT0000644505,35.47,2024-10-18,rnn_regressor,lenzing-ag
AT0000644505,35.41,2024-10-21,rnn_regressor,lenzing-ag
AT0000644505,34.65,2024-10-08,xgb_regressor,lenzing-ag
AT0000644505,34.65,2024-10-09,xgb_regressor,lenzing-ag
AT0000644505,34.65,2024-10-10,xgb_regressor,lenzing-ag
AT0000644505,34.65,2024-10-11,xgb_regressor,lenzing-ag
AT0000644505,34.65,2024-10-14,xgb_regressor,lenzing-ag
AT0000644505,34.66,2024-10-15,xgb_regressor,lenzing-ag
AT0000644505,34.66,2024-10-16,xgb_regressor,lenzing-ag
AT0000644505,34.67,2024-10-17,xgb_regressor,lenzing-ag
AT0000644505,34.67,2024-10-18,xgb_regressor,lenzing-ag
AT0000644505,34.67,2024-10-21,xgb_regressor,lenzing-ag
AT0000758305,21.79,2024-10-08,arima,palfinger-ag
AT0000758305,21.78,2024-10-09,arima,palfinger-ag
AT0000758305,21.78,2024-10-10,arima,palfinger-ag
AT0000758305,21.77,2024-10-11,arima,palfinger-ag
AT0000758305,21.77,2024-10-14,arima,palfinger-ag
AT0000758305,21.76,2024-10-15,arima,palfinger-ag
AT0000758305,21.76,2024-10-16,arima,palfinger-ag
AT0000758305,21.76,2024-10-17,arima,palfinger-ag
AT0000758305,21.76,2024-10-18,arima,palfinger-ag
AT0000758305,21.76,2024-10-21,arima,palfinger-ag
AT0000758305,21.79,2024-10-08,exp_smoothing,palfinger-ag
AT0000758305,21.78,2024-10-09,exp_smoothing,palfinger-ag
AT0000758305,21.78,2024-10-10,exp_smoothing,palfinger-ag
AT0000758305,21.77,2024-10-11,exp_smoothing,palfinger-ag
AT0000758305,21.77,2024-10-14,exp_smoothing,palfinger-ag
AT0000758305,21.76,2024-10-15,exp_smoothing,palfinger-ag
AT0000758305,21.76,2024-10-16,exp_smoothing,palfinger-ag
AT0000758305,21.76,2024-10-17,exp_smoothing,palfinger-ag
AT0000758305,21.76,2024-10-18,exp_smoothing,palfinger-ag
AT0000758305,21.76,2024-10-21,exp_smoothing,palfinger-ag
AT0000758305,21.81,2024-10-08,lgbm_regressor,palfinger-ag
AT0000758305,21.81,2024-10-09,lgbm_regressor,palfinger-ag
AT0000758305,21.81,2024-10-10,lgbm_regressor,palfinger-ag
AT0000758305,21.81,2024-10-11,lgbm_regressor,palfinger-ag
AT0000758305,21.81,2024-10-14,lgbm_regressor,palfinger-ag
AT0000758305,21.81,2024-10-15,lgbm_regressor,palfinger-ag
AT0000758305,21.82,2024-10-16,lgbm_regressor,palfinger-ag
AT0000758305,21.82,2024-10-17,lgbm_regressor,palfinger-ag
AT0000758305,21.82,2024-10-18,lgbm_regressor,palfinger-ag
AT0000758305,21.82,2024-10-21,lgbm_regressor,palfinger-ag
AT0000758305,22.3,2024-10-08,nn_regressor,palfinger-ag
AT0000758305,22.45,2024-10-09,nn_regressor,palfinger-ag
AT0000758305,22.76,2024-10-10,nn_regressor,palfinger-ag
AT0000758305,23.07,2024-10-11,nn_regressor,palfinger-ag
AT0000758305,23.15,2024-10-14,nn_regressor,palfinger-ag
AT0000758305,23.4,2024-10-15,nn_regressor,palfinger-ag
AT0000758305,23.3,2024-10-16,nn_regressor,palfinger-ag
AT0000758305,23.32,2024-10-17,nn_regressor,palfinger-ag
AT0000758305,23.5,2024-10-18,nn_regressor,palfinger-ag
AT0000758305,23.62,2024-10-21,nn_regressor,palfinger-ag
AT0000758305,21.8,2024-10-08,prophet,palfinger-ag
AT0000758305,21.8,2024-10-09,prophet,palfinger-ag
AT0000758305,21.8,2024-10-10,prophet,palfinger-ag
AT0000758305,21.8,2024-10-11,prophet,palfinger-ag
AT0000758305,21.8,2024-10-14,prophet,palfinger-ag
AT0000758305,21.8,2024-10-15,prophet,palfinger-ag
AT0000758305,21.81,2024-10-16,prophet,palfinger-ag
AT0000758305,21.81,2024-10-17,prophet,palfinger-ag
AT0000758305,21.82,2024-10-18,prophet,palfinger-ag
AT0000758305,21.82,2024-10-21,prophet,palfinger-ag
AT0000758305,22.01,2024-10-08,rnn_regressor,palfinger-ag
AT0000758305,21.96,2024-10-09,rnn_regressor,palfinger-ag
AT0000758305,22.1,2024-10-10,rnn_regressor,palfinger-ag
AT0000758305,21.33,2024-10-11,rnn_regressor,palfinger-ag
AT0000758305,21.36,2024-10-14,rnn_regressor,palfinger-ag
AT0000758305,21.76,2024-10-15,rnn_regressor,palfinger-ag
AT0000758305,21.43,2024-10-16,rnn_regressor,palfinger-ag
AT0000758305,21.31,2024-10-17,rnn_regressor,palfinger-ag
AT0000758305,21.5,2024-10-18,rnn_regressor,palfinger-ag
AT0000758305,21.83,2024-10-21,rnn_regressor,palfinger-ag
AT0000758305,21.81,2024-10-08,xgb_regressor,palfinger-ag
AT0000758305,21.81,2024-10-09,xgb_regressor,palfinger-ag
AT0000758305,21.81,2024-10-10,xgb_regressor,palfinger-ag
AT0000758305,21.81,2024-10-11,xgb_regressor,palfinger-ag
AT0000758305,21.81,2024-10-14,xgb_regressor,palfinger-ag
AT0000758305,21.82,2024-10-15,xgb_regressor,palfinger-ag
AT0000758305,21.82,2024-10-16,xgb_regressor,palfinger-ag
AT0000758305,21.82,2024-10-17,xgb_regressor,palfinger-ag
AT0000758305,21.82,2024-10-18,xgb_regressor,palfinger-ag
AT0000758305,21.83,2024-10-21,xgb_regressor,palfinger-ag
AT0000938204,87.78,2024-10-08,arima,mayr-melnhof-karton-ag
AT0000938204,87.65,2024-10-09,arima,mayr-melnhof-karton-ag
AT0000938204,87.52,2024-10-10,arima,mayr-melnhof-karton-ag
AT0000938204,87.4,2024-10-11,arima,mayr-melnhof-karton-ag
AT0000938204,87.28,2024-10-14,arima,mayr-melnhof-karton-ag
AT0000938204,87.15,2024-10-15,arima,mayr-melnhof-karton-ag
AT0000938204,87.03,2024-10-16,arima,mayr-melnhof-karton-ag
AT0000938204,86.91,2024-10-17,arima,mayr-melnhof-karton-ag
AT0000938204,86.78,2024-10-18,arima,mayr-melnhof-karton-ag
AT0000938204,86.66,2024-10-21,arima,mayr-melnhof-karton-ag
AT0000938204,87.78,2024-10-08,exp_smoothing,mayr-melnhof-karton-ag
AT0000938204,87.65,2024-10-09,exp_smoothing,mayr-melnhof-karton-ag
AT0000938204,87.52,2024-10-10,exp_smoothing,mayr-melnhof-karton-ag
AT0000938204,87.4,2024-10-11,exp_smoothing,mayr-melnhof-karton-ag
AT0000938204,87.28,2024-10-14,exp_smoothing,mayr-melnhof-karton-ag
AT0000938204,87.15,2024-10-15,exp_smoothing,mayr-melnhof-karton-ag
AT0000938204,87.03,2024-10-16,exp_smoothing,mayr-melnhof-karton-ag
AT0000938204,86.91,2024-10-17,exp_smoothing,mayr-melnhof-karton-ag
AT0000938204,86.79,2024-10-18,exp_smoothing,mayr-melnhof-karton-ag
AT0000938204,86.66,2024-10-21,exp_smoothing,mayr-melnhof-karton-ag
AT0000938204,87.9,2024-10-08,lgbm_regressor,mayr-melnhof-karton-ag
AT0000938204,87.9,2024-10-09,lgbm_regressor,mayr-melnhof-karton-ag
AT0000938204,87.9,2024-10-10,lgbm_regressor,mayr-melnhof-karton-ag
AT0000938204,87.9,2024-10-11,lgbm_regressor,mayr-melnhof-karton-ag
AT0000938204,87.91,2024-10-14,lgbm_regressor,mayr-melnhof-karton-ag
AT0000938204,87.91,2024-10-15,lgbm_regressor,mayr-melnhof-karton-ag
AT0000938204,87.93,2024-10-16,lgbm_regressor,mayr-melnhof-karton-ag
AT0000938204,87.94,2024-10-17,lgbm_regressor,mayr-melnhof-karton-ag
AT0000938204,87.95,2024-10-18,lgbm_regressor,mayr-melnhof-karton-ag
AT0000938204,87.96,2024-10-21,lgbm_regressor,mayr-melnhof-karton-ag
AT0000938204,87.3,2024-10-08,nn_regressor,mayr-melnhof-karton-ag
AT0000938204,87.47,2024-10-09,nn_regressor,mayr-melnhof-karton-ag
AT0000938204,87.74,2024-10-10,nn_regressor,mayr-melnhof-karton-ag
AT0000938204,87.57,2024-10-11,nn_regressor,mayr-melnhof-karton-ag
AT0000938204,86.97,2024-10-14,nn_regressor,mayr-melnhof-karton-ag
AT0000938204,88.28,2024-10-15,nn_regressor,mayr-melnhof-karton-ag
AT0000938204,89.06,2024-10-16,nn_regressor,mayr-melnhof-karton-ag
AT0000938204,91.13,2024-10-17,nn_regressor,mayr-melnhof-karton-ag
AT0000938204,92.31,2024-10-18,nn_regressor,mayr-melnhof-karton-ag
AT0000938204,93.31,2024-10-21,nn_regressor,mayr-melnhof-karton-ag
AT0000938204,87.8,2024-10-08,prophet,mayr-melnhof-karton-ag
AT0000938204,87.71,2024-10-09,prophet,mayr-melnhof-karton-ag
AT0000938204,87.61,2024-10-10,prophet,mayr-melnhof-karton-ag
AT0000938204,87.52,2024-10-11,prophet,mayr-melnhof-karton-ag
AT0000938204,87.43,2024-10-14,prophet,mayr-melnhof-karton-ag
AT0000938204,87.34,2024-10-15,prophet,mayr-melnhof-karton-ag
AT0000938204,87.26,2024-10-16,prophet,mayr-melnhof-karton-ag
AT0000938204,87.19,2024-10-17,prophet,mayr-melnhof-karton-ag
AT0000938204,87.12,2024-10-18,prophet,mayr-melnhof-karton-ag
AT0000938204,87.04,2024-10-21,prophet,mayr-melnhof-karton-ag
AT0000938204,86.77,2024-10-08,rnn_regressor,mayr-melnhof-karton-ag
AT0000938204,86.64,2024-10-09,rnn_regressor,mayr-melnhof-karton-ag
AT0000938204,85.88,2024-10-10,rnn_regressor,mayr-melnhof-karton-ag
AT0000938204,86.44,2024-10-11,rnn_regressor,mayr-melnhof-karton-ag
AT0000938204,85.33,2024-10-14,rnn_regressor,mayr-melnhof-karton-ag
AT0000938204,85.33,2024-10-15,rnn_regressor,mayr-melnhof-karton-ag
AT0000938204,85.92,2024-10-16,rnn_regressor,mayr-melnhof-karton-ag
AT0000938204,86.15,2024-10-17,rnn_regressor,mayr-melnhof-karton-ag
AT0000938204,87.56,2024-10-18,rnn_regressor,mayr-melnhof-karton-ag
AT0000938204,86.99,2024-10-21,rnn_regressor,mayr-melnhof-karton-ag
AT0000938204,87.9,2024-10-08,xgb_regressor,mayr-melnhof-karton-ag
AT0000938204,87.9,2024-10-09,xgb_regressor,mayr-melnhof-karton-ag
AT0000938204,87.9,2024-10-10,xgb_regressor,mayr-melnhof-karton-ag
AT0000938204,87.9,2024-10-11,xgb_regressor,mayr-melnhof-karton-ag
AT0000938204,87.91,2024-10-14,xgb_regressor,mayr-melnhof-karton-ag
AT0000938204,87.92,2024-10-15,xgb_regressor,mayr-melnhof-karton-ag
AT0000938204,87.93,2024-10-16,xgb_regressor,mayr-melnhof-karton-ag
AT0000938204,87.94,2024-10-17,xgb_regressor,mayr-melnhof-karton-ag
AT0000938204,87.95,2024-10-18,xgb_regressor,mayr-melnhof-karton-ag
AT0000938204,87.96,2024-10-21,xgb_regressor,mayr-melnhof-karton-ag
AT0000908504,28.96,2024-10-08,arima,vienna-insurance-group-ag
AT0000908504,28.98,2024-10-09,arima,vienna-insurance-group-ag
AT0000908504,28.99,2024-10-10,arima,vienna-insurance-group-ag
AT0000908504,29.0,2024-10-11,arima,vienna-insurance-group-ag
AT0000908504,29.01,2024-10-14,arima,vienna-insurance-group-ag
AT0000908504,29.02,2024-10-15,arima,vienna-insurance-group-ag
AT0000908504,29.03,2024-10-16,arima,vienna-insurance-group-ag
AT0000908504,29.05,2024-10-17,arima,vienna-insurance-group-ag
AT0000908504,29.06,2024-10-18,arima,vienna-insurance-group-ag
AT0000908504,29.07,2024-10-21,arima,vienna-insurance-group-ag
AT0000908504,28.96,2024-10-08,exp_smoothing,vienna-insurance-group-ag
AT0000908504,28.98,2024-10-09,exp_smoothing,vienna-insurance-group-ag
AT0000908504,28.99,2024-10-10,exp_smoothing,vienna-insurance-group-ag
AT0000908504,29.0,2024-10-11,exp_smoothing,vienna-insurance-group-ag
AT0000908504,29.01,2024-10-14,exp_smoothing,vienna-insurance-group-ag
AT0000908504,29.02,2024-10-15,exp_smoothing,vienna-insurance-group-ag
AT0000908504,29.03,2024-10-16,exp_smoothing,vienna-insurance-group-ag
AT0000908504,29.05,2024-10-17,exp_smoothing,vienna-insurance-group-ag
AT0000908504,29.06,2024-10-18,exp_smoothing,vienna-insurance-group-ag
AT0000908504,29.07,2024-10-21,exp_smoothing,vienna-insurance-group-ag
AT0000908504,28.94,2024-10-08,lgbm_regressor,vienna-insurance-group-ag
AT0000908504,28.94,2024-10-09,lgbm_regressor,vienna-insurance-group-ag
AT0000908504,28.94,2024-10-10,lgbm_regressor,vienna-insurance-group-ag
AT0000908504,28.94,2024-10-11,lgbm_regressor,vienna-insurance-group-ag
AT0000908504,28.94,2024-10-14,lgbm_regressor,vienna-insurance-group-ag
AT0000908504,28.95,2024-10-15,lgbm_regressor,vienna-insurance-group-ag
AT0000908504,28.95,2024-10-16,lgbm_regressor,vienna-insurance-group-ag
AT0000908504,28.95,2024-10-17,lgbm_regressor,vienna-insurance-group-ag
AT0000908504,28.96,2024-10-18,lgbm_regressor,vienna-insurance-group-ag
AT0000908504,28.96,2024-10-21,lgbm_regressor,vienna-insurance-group-ag
AT0000908504,29.04,2024-10-08,nn_regressor,vienna-insurance-group-ag
AT0000908504,29.09,2024-10-09,nn_regressor,vienna-insurance-group-ag
AT0000908504,29.32,2024-10-10,nn_regressor,vienna-insurance-group-ag
AT0000908504,29.29,2024-10-11,nn_regressor,vienna-insurance-group-ag
AT0000908504,29.2,2024-10-14,nn_regressor,vienna-insurance-group-ag
AT0000908504,29.38,2024-10-15,nn_regressor,vienna-insurance-group-ag
AT0000908504,29.0,2024-10-16,nn_regressor,vienna-insurance-group-ag
AT0000908504,29.42,2024-10-17,nn_regressor,vienna-insurance-group-ag
AT0000908504,29.46,2024-10-18,nn_regressor,vienna-insurance-group-ag
AT0000908504,29.76,2024-10-21,nn_regressor,vienna-insurance-group-ag
AT0000908504,28.96,2024-10-08,prophet,vienna-insurance-group-ag
AT0000908504,28.97,2024-10-09,prophet,vienna-insurance-group-ag
AT0000908504,28.99,2024-10-10,prophet,vienna-insurance-group-ag
AT0000908504,29.0,2024-10-11,prophet,vienna-insurance-group-ag
AT0000908504,29.01,2024-10-14,prophet,vienna-insurance-group-ag
AT0000908504,29.03,2024-10-15,prophet,vienna-insurance-group-ag
AT0000908504,29.04,2024-10-16,prophet,vienna-insurance-group-ag
AT0000908504,29.06,2024-10-17,prophet,vienna-insurance-group-ag
AT0000908504,29.08,2024-10-18,prophet,vienna-insurance-group-ag
AT0000908504,29.09,2024-10-21,prophet,vienna-insurance-group-ag
AT0000908504,28.61,2024-10-08,rnn_regressor,vienna-insurance-group-ag
AT0000908504,28.47,2024-10-09,rnn_regressor,vienna-insurance-group-ag
AT0000908504,28.31,2024-10-10,rnn_regressor,vienna-insurance-group-ag
AT0000908504,27.83,2024-10-11,rnn_regressor,vienna-insurance-group-ag
AT0000908504,27.61,2024-10-14,rnn_regressor,vienna-insurance-group-ag
AT0000908504,27.4,2024-10-15,rnn_regressor,vienna-insurance-group-ag
AT0000908504,27.21,2024-10-16,rnn_regressor,vienna-insurance-group-ag
AT0000908504,27.28,2024-10-17,rnn_regressor,vienna-insurance-group-ag
AT0000908504,27.0,2024-10-18,rnn_regressor,vienna-insurance-group-ag
AT0000908504,26.68,2024-10-21,rnn_regressor,vienna-insurance-group-ag
AT0000908504,28.93,2024-10-08,xgb_regressor,vienna-insurance-group-ag
AT0000908504,28.93,2024-10-09,xgb_regressor,vienna-insurance-group-ag
AT0000908504,28.93,2024-10-10,xgb_regressor,vienna-insurance-group-ag
AT0000908504,28.93,2024-10-11,xgb_regressor,vienna-insurance-group-ag
AT0000908504,28.94,2024-10-14,xgb_regressor,vienna-insurance-group-ag
AT0000908504,28.94,2024-10-15,xgb_regressor,vienna-insurance-group-ag
AT0000908504,28.94,2024-10-16,xgb_regressor,vienna-insurance-group-ag
AT0000908504,28.95,2024-10-17,xgb_regressor,vienna-insurance-group-ag
AT0000908504,28.95,2024-10-18,xgb_regressor,vienna-insurance-group-ag
AT0000908504,28.95,2024-10-21,xgb_regressor,vienna-insurance-group-ag
AT0000A21KS2,17.82,2024-10-08,arima,immofinanz-ag
AT0000A21KS2,17.82,2024-10-09,arima,immofinanz-ag
AT0000A21KS2,17.82,2024-10-10,arima,immofinanz-ag
AT0000A21KS2,17.81,2024-10-11,arima,immofinanz-ag
AT0000A21KS2,17.81,2024-10-14,arima,immofinanz-ag
AT0000A21KS2,17.81,2024-10-15,arima,immofinanz-ag
AT0000A21KS2,17.81,2024-10-16,arima,immofinanz-ag
AT0000A21KS2,17.81,2024-10-17,arima,immofinanz-ag
AT0000A21KS2,17.81,2024-10-18,arima,immofinanz-ag
AT0000A21KS2,17.81,2024-10-21,arima,immofinanz-ag
AT0000A21KS2,17.59,2024-10-08,exp_smoothing,immofinanz-ag
AT0000A21KS2,17.37,2024-10-09,exp_smoothing,immofinanz-ag
AT0000A21KS2,17.15,2024-10-10,exp_smoothing,immofinanz-ag
AT0000A21KS2,16.93,2024-10-11,exp_smoothing,immofinanz-ag
AT0000A21KS2,16.72,2024-10-14,exp_smoothing,immofinanz-ag
AT0000A21KS2,16.5,2024-10-15,exp_smoothing,immofinanz-ag
AT0000A21KS2,16.3,2024-10-16,exp_smoothing,immofinanz-ag
AT0000A21KS2,16.09,2024-10-17,exp_smoothing,immofinanz-ag
AT0000A21KS2,15.88,2024-10-18,exp_smoothing,immofinanz-ag
AT0000A21KS2,15.68,2024-10-21,exp_smoothing,immofinanz-ag
AT0000A21KS2,17.77,2024-10-08,lgbm_regressor,immofinanz-ag
AT0000A21KS2,17.78,2024-10-09,lgbm_regressor,immofinanz-ag
AT0000A21KS2,17.78,2024-10-10,lgbm_regressor,immofinanz-ag
AT0000A21KS2,17.78,2024-10-11,lgbm_regressor,immofinanz-ag
AT0000A21KS2,17.78,2024-10-14,lgbm_regressor,immofinanz-ag
AT0000A21KS2,17.79,2024-10-15,lgbm_regressor,immofinanz-ag
AT0000A21KS2,17.79,2024-10-16,lgbm_regressor,immofinanz-ag
AT0000A21KS2,17.79,2024-10-17,lgbm_regressor,immofinanz-ag
AT0000A21KS2,17.79,2024-10-18,lgbm_regressor,immofinanz-ag
AT0000A21KS2,17.79,2024-10-21,lgbm_regressor,immofinanz-ag
AT0000A21KS2,17.96,2024-10-08,nn_regressor,immofinanz-ag
AT0000A21KS2,17.91,2024-10-09,nn_regressor,immofinanz-ag
AT0000A21KS2,18.3,2024-10-10,nn_regressor,immofinanz-ag
AT0000A21KS2,18.03,2024-10-11,nn_regressor,immofinanz-ag
AT0000A21KS2,16.91,2024-10-14,nn_regressor,immofinanz-ag
AT0000A21KS2,16.86,2024-10-15,nn_regressor,immofinanz-ag
AT0000A21KS2,16.63,2024-10-16,nn_regressor,immofinanz-ag
AT0000A21KS2,16.89,2024-10-17,nn_regressor,immofinanz-ag
AT0000A21KS2,17.17,2024-10-18,nn_regressor,immofinanz-ag
AT0000A21KS2,17.13,2024-10-21,nn_regressor,immofinanz-ag
AT0000A21KS2,17.8,2024-10-08,prophet,immofinanz-ag
AT0000A21KS2,17.78,2024-10-09,prophet,immofinanz-ag
AT0000A21KS2,17.77,2024-10-10,prophet,immofinanz-ag
AT0000A21KS2,17.75,2024-10-11,prophet,immofinanz-ag
AT0000A21KS2,17.73,2024-10-14,prophet,immofinanz-ag
AT0000A21KS2,17.71,2024-10-15,prophet,immofinanz-ag
AT0000A21KS2,17.7,2024-10-16,prophet,immofinanz-ag
AT0000A21KS2,17.68,2024-10-17,prophet,immofinanz-ag
AT0000A21KS2,17.66,2024-10-18,prophet,immofinanz-ag
AT0000A21KS2,17.64,2024-10-21,prophet,immofinanz-ag
AT0000A21KS2,17.76,2024-10-08,rnn_regressor,immofinanz-ag
AT0000A21KS2,17.84,2024-10-09,rnn_regressor,immofinanz-ag
AT0000A21KS2,17.67,2024-10-10,rnn_regressor,immofinanz-ag
AT0000A21KS2,17.43,2024-10-11,rnn_regressor,immofinanz-ag
AT0000A21KS2,17.08,2024-10-14,rnn_regressor,immofinanz-ag
AT0000A21KS2,17.04,2024-10-15,rnn_regressor,immofinanz-ag
AT0000A21KS2,17.16,2024-10-16,rnn_regressor,immofinanz-ag
AT0000A21KS2,15.77,2024-10-17,rnn_regressor,immofinanz-ag
AT0000A21KS2,15.43,2024-10-18,rnn_regressor,immofinanz-ag
AT0000A21KS2,15.34,2024-10-21,rnn_regressor,immofinanz-ag
AT0000A21KS2,17.82,2024-10-08,xgb_regressor,immofinanz-ag
AT0000A21KS2,17.82,2024-10-09,xgb_regressor,immofinanz-ag
AT0000A21KS2,17.82,2024-10-10,xgb_regressor,immofinanz-ag
